departamento,Provincia,Municipio,ciudad_comunidad,techo_teja
,Tomina,Tomina,PUCARA,79
,Tomina,Tomina,PUNA MAYU,40
,Tomina,Tomina,QUIRUSILLA,34
,Tomina,Tomina,RODEO PORVENIR,93
,Tomina,Tomina,RUMI CANCHA,19
,Tomina,Tomina,SOBO SOBO,67
,Tomina,Tomina,TABLAS,27
,Tomina,Tomina,TARABUQUILLO,61
,Tomina,Tomina,THURU MAYU,74
,Tomina,Tomina,TOMINA,209
,Tomina,Tomina,VILLA FLORES,53
,Tomina,Tomina,THURU CANCHA,71
,Tomina,Sopachuy,AMANCAYA,133
,Tomina,Sopachuy,ALISOS,38
,Tomina,Sopachuy,JARKA MAYU,10
,Tomina,Sopachuy,SAN ISIDRO,18
,Tomina,Sopachuy,SILVA,39
,Tomina,Sopachuy,SIPICANI,95
,Tomina,Sopachuy,CUEVAS,3
,Tomina,Sopachuy,MAMA HUASI,68
,Tomina,Sopachuy,MATELA BAJA,44
,Tomina,Sopachuy,PAMPAS DEL CARMEN,31
,Tomina,Sopachuy,PAMPAS PUNTA,92
,Tomina,Sopachuy,PASLAPAYA BAJA,30
,Tomina,Sopachuy,RODEO,18
,Tomina,Sopachuy,SAN ANTONIO,28
,Tomina,Sopachuy,SAN BLAS ALTO,28
,Tomina,Sopachuy,SAN JOSE DE MATELILLAS,12
,Tomina,Sopachuy,SAN JUAN DE HORCAS,70
,Tomina,Sopachuy,SAN LUIS DE CHAVARRIA,36
,Tomina,Sopachuy,SAUCE MOLINO,29
,Tomina,Sopachuy,SOPACHUY,332
,Tomina,Sopachuy,ACHATALAS,59
,Tomina,Sopachuy,MILANES ALTO,28
,Tomina,Sopachuy,MILANES BAJO,15
,Tomina,Sopachuy,TAMBILLOS,29
,Tomina,Sopachuy,PASLAPAYA,12
,Tomina,Villa Alcalá,ALCALA,311
,Tomina,Villa Alcalá,HUASA PAMPA,44
,Tomina,Villa Alcalá,LIMA BAMBA ALTO,50
,Tomina,Villa Alcalá,NARANJOS,30
,Tomina,Villa Alcalá,POMA BAMBILLO,33
,Tomina,Villa Alcalá,SALAZAR PAMPA,16
,Tomina,Villa Alcalá,HOYADA CHICA,7
,Tomina,Villa Alcalá,KASPICANCHA,22
,Tomina,Villa Alcalá,LIMA BAMBA BAJO,36
,Tomina,Villa Alcalá,LIMA BAMBA CENTRO,109
,Tomina,Villa Alcalá,MATELA ALTA,47
,Tomina,Villa Alcalá,MOSOJ LLAJTA,22
,Tomina,Villa Alcalá,TIPAS,35
,Tomina,Villa Alcalá,VILLCA VILLCA,5
,Tomina,Villa Alcalá,WANCA PAMPA,15
,Tomina,Villa Alcalá,HOYADA GRANDE,12
,Tomina,Villa Alcalá,GARZAS GRANDE,28
,Tomina,Villa Alcalá,UÑATI,5
,Tomina,Villa Alcalá,GARZAS CHICA,15
,Tomina,El Villar,ASTILLERO,7
,Tomina,El Villar,BARBECHOS,5
,Tomina,El Villar,CAÑA HUAYCO,21
,Tomina,El Villar,EL DORADO,33
,Tomina,El Villar,EL VILLAR,160
,Tomina,El Villar,LAGUNILLAS,20
,Tomina,El Villar,NOGALES,43
,Tomina,El Villar,PAMPAS SAN AGUSTIN,2
,Tomina,El Villar,SAN BLAS,99
,Tomina,El Villar,SAUCE MAYU,12
,Tomina,El Villar,VILLAR PAMPA,16
,Tomina,El Villar,YOTALA,20
,Tomina,El Villar,CALDERAS ARRIBA,3
,Tomina,El Villar,QUIWIÑAS,0
,Tomina,El Villar,ALTO DEL DORADO,11
,Tomina,El Villar,KHARACHIMAYU,61
,Tomina,El Villar,LA REVUELTA,69
,Tomina,El Villar,RODEITO,104
,Tomina,El Villar,MUSCKA,36
,Hernando Siles,Monteagudo,CANDUA,473
,Hernando Siles,Monteagudo,ACERO NORTE,20
,Hernando Siles,Monteagudo,BUENA VISTA,22
,Hernando Siles,Monteagudo,CRUCE PIRAYMIRI,107
,Hernando Siles,Monteagudo,DIVISADERO ALTO,35
,Hernando Siles,Monteagudo,MATARAL,22
,Hernando Siles,Monteagudo,MAYCHA MAYU,36
,Hernando Siles,Monteagudo,PUCA HUASI,39
,Hernando Siles,Monteagudo,SANTA ROSA,33
,Hernando Siles,Monteagudo,SIVINGAMAYU ALTO,24
,Hernando Siles,Monteagudo,SIVINGAMAYU BAJO,32
,Hernando Siles,Monteagudo,VALLE NUEVO,98
,Hernando Siles,Monteagudo,VILLA FERNANDEZ,63
,Hernando Siles,Monteagudo,MONTEAGUDO,1375
,Hernando Siles,Monteagudo,NARANJO,9
,Hernando Siles,Monteagudo,ANCOPAMPA,21
,Hernando Siles,Monteagudo,ALTO CASADERO,1
,Hernando Siles,Monteagudo,BARTOLO,42
,Hernando Siles,Monteagudo,BOHORQUES,28
,Hernando Siles,Monteagudo,CHUNCUSLA,29
,Hernando Siles,Monteagudo,CHUYA YACU,19
,Hernando Siles,Monteagudo,CAPILLA VIEJA,22
,Hernando Siles,Monteagudo,CASAPA,19
,Hernando Siles,Monteagudo,CAÑON LARGO,38
,Hernando Siles,Monteagudo,CERRILLOS,34
,Hernando Siles,Monteagudo,PUCA MAYU,22
,Hernando Siles,Monteagudo,SAUCE MAYU,7
,Hernando Siles,Monteagudo,YACONAL,27
,Hernando Siles,Monteagudo,ÑAURENDA,39
,Hernando Siles,Monteagudo,HEREDIA,44
,Hernando Siles,Monteagudo,ITAPENTI,23
,Hernando Siles,Monteagudo,PEÑADERIAS,39
,Hernando Siles,Monteagudo,POZUELOS,12
,Hernando Siles,Monteagudo,SAN MIGUEL DE LAS PAMPAS,105
,Hernando Siles,Monteagudo,SAN MIGUEL DEL BAÑADO,122
,Hernando Siles,Monteagudo,SAN PEDRO DEL PARAPETI,35
,Hernando Siles,Monteagudo,TACUARA,24
,Hernando Siles,Monteagudo,ACHIRAL,45
,Hernando Siles,Monteagudo,CAMALOTE,34
,Hernando Siles,Monteagudo,CHAPI MAYU,100
,Hernando Siles,Monteagudo,CANISAL,17
,Hernando Siles,Monteagudo,CHAJRA PAMPA,19
,Hernando Siles,Monteagudo,LIMONAL,33
,Hernando Siles,Monteagudo,EL PUENTE,30
,Hernando Siles,Monteagudo,PEDERNAL,30
,Hernando Siles,Monteagudo,ROLDANA,35
,Hernando Siles,Monteagudo,CAÑADILLAS,11
,Hernando Siles,Monteagudo,SANTIAGO DE CERRILLOS,32
,Hernando Siles,Monteagudo,CUMARINDO,5
,Hernando Siles,Monteagudo,SAN PEDRO DEL ZAPALLAR,84
,Hernando Siles,Monteagudo,SOMBRERILLOS,69
,Hernando Siles,Monteagudo,LAS PALMITAS,26
,Hernando Siles,Monteagudo,PUCARA ALTO,13
,Hernando Siles,Monteagudo,CABAYURE,9
,Hernando Siles,Monteagudo,LOS PINOS,5
,Hernando Siles,Monteagudo,AGUADILLAS,17
,Hernando Siles,Monteagudo,VALLECITOS,41
,Hernando Siles,Monteagudo,EL ZAPALLAR,24
,Hernando Siles,Monteagudo,PAMPA LA LIMA,5
,Hernando Siles,Monteagudo,CORTADERAL,11
,Hernando Siles,Monteagudo,DESPENSAS,21
,Hernando Siles,Monteagudo,INGAVI,41
,Hernando Siles,Monteagudo,LA CAPILLA,30
,Hernando Siles,Monteagudo,PALMARCITO,18
,Hernando Siles,Monteagudo,SAN JUAN DEL PIRAI,102
,Hernando Siles,Monteagudo,YAJO PAMPA,1
,Hernando Siles,Monteagudo,YANA YANA,9
,Hernando Siles,Monteagudo,PORONGO,3
,Hernando Siles,Monteagudo,PAMPA LARGA,16
,Hernando Siles,Monteagudo,MAYU TINKU,1
,Hernando Siles,Monteagudo,CACHIMAYU,6
,Hernando Siles,Monteagudo,CARBALLO,4
,Hernando Siles,Monteagudo,LOS ARCOS,2
,Hernando Siles,Monteagudo,EL RODEO,12
,Hernando Siles,Monteagudo,FERNANDEZ,3
,Hernando Siles,Monteagudo,HIERBA PAMPA,8
,Hernando Siles,Monteagudo,POTREROS,9
,Hernando Siles,Monteagudo,PUCA MAYU,8
,Hernando Siles,Monteagudo,SAN LORENZO,39
,Hernando Siles,Monteagudo,SAUCESITOS,6
,Hernando Siles,Monteagudo,ULIULI,0
,Hernando Siles,Monteagudo,VALLECITOS,2
,Hernando Siles,Monteagudo,AGUA Y LECHE,9
,Hernando Siles,Monteagudo,EL BAÑADO,22
,Hernando Siles,Monteagudo,CHACO BAÑADO,0
,Hernando Siles,Huacareta,ABRA DEL IVIO,39
,Hernando Siles,Huacareta,GUAYAVILLAR,36
,Hernando Siles,Huacareta,HUACARETA,358
,Hernando Siles,Huacareta,IBOBE,9
,Hernando Siles,Huacareta,ITAPO,20
,Hernando Siles,Huacareta,PIRAYCITO,141
,Hernando Siles,Huacareta,SANTA MARIA,20
,Hernando Siles,Huacareta,TOTORENDA,43
,Hernando Siles,Huacareta,SAN JOSE,32
,Hernando Siles,Huacareta,CASA ALTA,27
,Hernando Siles,Huacareta,HUIRASAI,57
,Hernando Siles,Huacareta,LAUREL,24
,Hernando Siles,Huacareta,YUMAO,42
,Hernando Siles,Huacareta,ÑACAMIRI,124
,Hernando Siles,Huacareta,CARAPARI (RANCHERIO),1
,Hernando Siles,Huacareta,SAUZALITO,27
,Hernando Siles,Huacareta,PAMPA GRANDE,8
,Hernando Siles,Huacareta,AÑIMBO,73
,Hernando Siles,Huacareta,SAUCE MAYO,19
,Hernando Siles,Huacareta,DURAZNITOS,53
,Hernando Siles,Huacareta,LAS JUNTAS,15
,Hernando Siles,Huacareta,PILLO PILLAR,7
,Hernando Siles,Huacareta,PINCAL,34
,Hernando Siles,Huacareta,PUCA MAYU,15
,Hernando Siles,Huacareta,TACURBITE,27
,Hernando Siles,Huacareta,URUGUAY,126
,Hernando Siles,Huacareta,ATOLLADAR,2
,Hernando Siles,Huacareta,ROSAS WAYCO,10
,Hernando Siles,Huacareta,EL ARENAL,9
,Hernando Siles,Huacareta,NOGAL MOCHO,1
,Hernando Siles,Huacareta,TARTAGALITO,1
,Hernando Siles,Huacareta,CAMPO LARGO,23
,Hernando Siles,Huacareta,YAIRIMBIA,0
,Hernando Siles,Huacareta,YAIRE,28
,Hernando Siles,Huacareta,ANGUAGUAZU,19
,Hernando Siles,Huacareta,ATIRIMBIA,39
,Hernando Siles,Huacareta,ITACARAY,41
,Hernando Siles,Huacareta,ROSARIO DEL INGRE,95
,Hernando Siles,Huacareta,SAN JORGE DE IPATY,4
,Hernando Siles,Huacareta,IVAVIRANTY,24
,Hernando Siles,Huacareta,ITACUA,30
,Hernando Siles,Huacareta,VILLA HERMOSA,25
,Hernando Siles,Huacareta,CUMANDAYTI,25
,Yamparáez,Tarabuco,ANGOLA,19
,Yamparáez,Tarabuco,CAYAMBUCO,21
,Yamparáez,Tarabuco,CHIQUERO,26
,Yamparáez,Tarabuco,CUSI HUASI,49
,Yamparáez,Tarabuco,EL CARMEN,11
,Yamparáez,Tarabuco,FICHUYUJ,9
,Yamparáez,Tarabuco,HIGUERAS CHILLCA,20
,Yamparáez,Tarabuco,HUMA HUALSU,7
,Yamparáez,Tarabuco,ICHUPAMPA,55
,Yamparáez,Tarabuco,JATUN KHASA,3
,Yamparáez,Tarabuco,JUMBATE,37
,Yamparáez,Tarabuco,KAJKA PAMPA,13
,Yamparáez,Tarabuco,CIENEGA,42
,Yamparáez,Tarabuco,LABRAN QUICHANI,4
,Yamparáez,Tarabuco,LAJAS SIJLLA,120
,Yamparáez,Tarabuco,LAMBOYO,55
,Yamparáez,Tarabuco,MAUCKA HUASI,22
,Yamparáez,Tarabuco,MISKHAMAYU,51
,Yamparáez,Tarabuco,MOLLE HUATA,26
,Yamparáez,Tarabuco,MOLLE MAYU,65
,Yamparáez,Tarabuco,OTORUNCO,15
,Yamparáez,Tarabuco,PALAMANA,9
,Yamparáez,Tarabuco,PAMPA LUPIARA,177
,Yamparáez,Tarabuco,PISILY,42
,Yamparáez,Tarabuco,PUCA PUCA,55
,Yamparáez,Tarabuco,SAN JORGE DE KOLLPA,33
,Yamparáez,Tarabuco,SARUFAYA,53
,Yamparáez,Tarabuco,SIPUCO,22
,Yamparáez,Tarabuco,THAYA HUACA,45
,Yamparáez,Tarabuco,THIPA WILLKHI,33
,Yamparáez,Tarabuco,THOLA MAYU,8
,Yamparáez,Tarabuco,TUNAS CHILLCA,17
,Yamparáez,Tarabuco,VILA VILA,73
,Yamparáez,Tarabuco,VILLISTOCA,11
,Yamparáez,Tarabuco,VISCACHANI,10
,Yamparáez,Tarabuco,YOROMA,22
,Yamparáez,Tarabuco,CORORO,177
,Yamparáez,Tarabuco,HUASI HUASI,14
,Yamparáez,Tarabuco,JATUN CHURICANA,29
,Yamparáez,Tarabuco,JUTUN MAYU,76
,Yamparáez,Tarabuco,JATUN QUICHANI,2
,Yamparáez,Tarabuco,KHARA KHARA,6
,Yamparáez,Tarabuco,LABRAN MAYU,28
,Yamparáez,Tarabuco,MORADO CKASSA,85
,Yamparáez,Tarabuco,PUCA PUCA SURIMA,13
,Yamparáez,Tarabuco,QUIRUSILLAS,15
,Yamparáez,Tarabuco,RINCON LUPIARA,85
,Yamparáez,Tarabuco,SAN ANTONIO DE TOCA,33
,Yamparáez,Tarabuco,SAN JOAQUIN,6
,Yamparáez,Tarabuco,SAN JOSE DEL PAREDON,100
,Yamparáez,Tarabuco,SURIMA GRANDE,28
,Yamparáez,Tarabuco,TARABUCO,683
,Yamparáez,Tarabuco,TARCAÑI ALTA,12
,Yamparáez,Tarabuco,SURIMA CHICA,43
,Yamparáez,Tarabuco,PUNO,20
,Yamparáez,Tarabuco,MOLLE ORCKO,1
,Yamparáez,Tarabuco,YURAC PUNKU,9
,Yamparáez,Tarabuco,QUILLAKAMANI,34
,Yamparáez,Tarabuco,JACOTA,10
,Yamparáez,Tarabuco,MOROMARCA,22
,Yamparáez,Tarabuco,JATUN RUMY,0
,Yamparáez,Tarabuco,SUNDIRI ALTA,9
,Yamparáez,Tarabuco,ACHIA,19
,Yamparáez,Tarabuco,CHUÑO PAMPA,12
,Yamparáez,Tarabuco,JARKA KASA,2
,Yamparáez,Tarabuco,HUACAC LOCOTONI,19
,Yamparáez,Tarabuco,KOLLPA,18
,Yamparáez,Tarabuco,PUJLLUNI,29
,Yamparáez,Tarabuco,SECTOR TALISCO,15
,Yamparáez,Tarabuco,KOLLACHIWANMAYU,6
,Yamparáez,Tarabuco,SIUNDIRI,27
,Yamparáez,Tarabuco,RINCON LUPIARA YANA KOLLPA,10
,Yamparáez,Tarabuco,TARCAÑI BAJA,6
,Yamparáez,Tarabuco,TROJAS,5
,Yamparáez,Tarabuco,YERBA BUENA,17
,Yamparáez,Tarabuco,LAMPACILLOS,10
,Yamparáez,Tarabuco,PAJCHA,11
,Yamparáez,Tarabuco,TAMBO ATAJO,15
,Yamparáez,Tarabuco,YURAC PUJYU,13
,Yamparáez,Yamparáez,CANCHA PAMPA,24
,Yamparáez,Yamparáez,ALCANTARI,132
,Yamparáez,Yamparáez,CARAMA,25
,Yamparáez,Yamparáez,CKOMPUCO,60
,Yamparáez,Yamparáez,ESCANA,96
,Yamparáez,Yamparáez,ESKIZMA,14
,Yamparáez,Yamparáez,GUADALUPE,19
,Yamparáez,Yamparáez,KACHUQUIRA,24
,Yamparáez,Yamparáez,KATEQUILLA,15
,Yamparáez,Yamparáez,KOTA,32
,Yamparáez,Yamparáez,LAVADERO,50
,Yamparáez,Yamparáez,LLOQUES,26
,Yamparáez,Yamparáez,MOLLES,15
,Yamparáez,Yamparáez,PATA LLAJTA,43
,Yamparáez,Yamparáez,PULQUI AVAROA,105
,Yamparáez,Yamparáez,QUIRAGUANI,51
,Yamparáez,Yamparáez,SAN JOSE DE MOLLES,62
,Yamparáez,Yamparáez,SAUCE PAMPA,51
,Yamparáez,Yamparáez,SELLA ORKO,6
,Yamparáez,Yamparáez,SIRICHACA,51
,Yamparáez,Yamparáez,SOROJCHI,28
,Yamparáez,Yamparáez,CONCEPCION,100
,Yamparáez,Yamparáez,ERA PAMPA,40
,Yamparáez,Yamparáez,HUASA CANCHA,35
,Yamparáez,Yamparáez,MOLLE PUNKU,99
,Yamparáez,Yamparáez,PAMPA YAMPARA,100
,Yamparáez,Yamparáez,SAJPAYA,76
,Yamparáez,Yamparáez,SAN JUAN,80
,Yamparáez,Yamparáez,TALAHUANCA,44
,Yamparáez,Yamparáez,URA SAN JUAN,37
,Yamparáez,Yamparáez,YAMPARAEZ,300
,Yamparáez,Yamparáez,SAN ANTONIO,23
,Yamparáez,Yamparáez,CERCO PAMPA,8
,Yamparáez,Yamparáez,PACCHA PATA,12
,Yamparáez,Yamparáez,ACHARANI,6
,Yamparáez,Yamparáez,PALKA MAYU,6
,Yamparáez,Yamparáez,CATANA,53
,Yamparáez,Yamparáez,JATUN KHAKHA,54
,Yamparáez,Yamparáez,LA MENDOZA,75
,Yamparáez,Yamparáez,POTRERO,4
,Yamparáez,Yamparáez,MARA PAMAPA,0
,Yamparáez,Yamparáez,TIHUACANA,30
,Yamparáez,Yamparáez,SOTOMAYOR,156
,Nor Cinti,Camargo,CAMARGO,499
,Nor Cinti,Camargo,LA PLATEADA,10
,Nor Cinti,Camargo,LA TORRE,14
,Nor Cinti,Camargo,MOLLINI,3
,Nor Cinti,Camargo,PATAPAMPA,10
,Nor Cinti,Camargo,SANTA ROSA DE CUCHILLANI,4
,Nor Cinti,Camargo,TABLA CRUZ,0
,Nor Cinti,Camargo,ÑEQUETA,5
,Nor Cinti,Camargo,HORNOS,0
,Nor Cinti,Camargo,LA QUEMADA,2
,Nor Cinti,Camargo,KISCA PAMPA,5
,Nor Cinti,Camargo,BELLA VISTA,14
,Nor Cinti,Camargo,PORVENIR,19
,Nor Cinti,Camargo,MALCASTACA,1
,Nor Cinti,Camargo,UTURUNGO,0
,Nor Cinti,Camargo,MOLLE PAMPA,0
,Nor Cinti,Camargo,CHAÑARMAYU,0
,Nor Cinti,Camargo,CHAJRA MAYU,0
,Nor Cinti,Camargo,HIGUERA WAYKHO,3
,Nor Cinti,Camargo,NAZARETH,0
,Nor Cinti,Camargo,SANTA MARIA,0
,Nor Cinti,Camargo,PALCA CHICA,1
,Nor Cinti,Camargo,PAPAGAYO,20
,Nor Cinti,Camargo,QUIRUCILLA,0
,Nor Cinti,Camargo,LA FALDA,5
,Nor Cinti,Camargo,SALADILLO,4
,Nor Cinti,Camargo,YURAC CABALLO,0
,Nor Cinti,Camargo,SAN LUIS,11
,Nor Cinti,Camargo,VIVICHA,9
,Nor Cinti,Camargo,LA COLORADA,1
,Nor Cinti,Camargo,PALQUIPAMPA,0
,Nor Cinti,Camargo,THOTA,0
,Nor Cinti,Camargo,VIÑA VIEJA,2
,Nor Cinti,Camargo,LA PALCA,29
,Nor Cinti,Camargo,ROSARIO,6
,Nor Cinti,Camargo,EL MOLINO,0
,Nor Cinti,Camargo,SAN PEDRO,3
,Nor Cinti,Camargo,CHUJLLAS,1
,Nor Cinti,Camargo,VIDRIERIA,2
,Nor Cinti,Camargo,CUCHUCHAJRA,3
,Nor Cinti,Camargo,LA RAMA,4
,Nor Cinti,Camargo,SANTA ROSA DE MAL PASO,0
,Nor Cinti,Camargo,CACHUYO,2
,Nor Cinti,Camargo,CARUSLA,16
,Nor Cinti,Camargo,CHICHA MAYU,0
,Nor Cinti,Camargo,COCHACA,0
,Nor Cinti,Camargo,CUEVA PAMPA,5
,Nor Cinti,Camargo,FALSURI,1
,Nor Cinti,Camargo,HUANCARANI,1
,Nor Cinti,Camargo,JANKOAQUE,1
,Nor Cinti,Camargo,JATUN HUASI,0
,Nor Cinti,Camargo,LA LAGUNA,0
,Nor Cinti,Camargo,MAJUELO,0
,Nor Cinti,Camargo,MUYUQUIRI,4
,Nor Cinti,Camargo,SANTA ROSA,0
,Nor Cinti,Camargo,SASTREYU,0
,Nor Cinti,Camargo,TACOMAYO,7
,Nor Cinti,Camargo,LIQUIMAYU,1
,Nor Cinti,Camargo,TAMBO HUAYCO,5
,Nor Cinti,Camargo,JATUN KINRAY,0
,Nor Cinti,Camargo,HUACA CANCHA,0
,Nor Cinti,Camargo,SAN JOSE,0
,Nor Cinti,Camargo,OLOLOMA,0
,Nor Cinti,Camargo,QUIRUCILLANI,0
,Nor Cinti,Camargo,TACAQUIRA,16
,Nor Cinti,Camargo,SUQUISTACA,9
,Nor Cinti,Camargo,SACA PAMPA,0
,Nor Cinti,Camargo,QUITUCANCHA CONDORIRI,1
,Nor Cinti,Camargo,MOKOPATA,2
,Nor Cinti,Camargo,CHAJRA KASA,0
,Nor Cinti,Camargo,LA RAMA,0
,Nor Cinti,Camargo,SARCARCA,2
,Nor Cinti,Camargo,CRUZ HUASI,0
,Nor Cinti,Camargo,SALA PAMPA,0
,Nor Cinti,Camargo,CHAQUERI,5
,Nor Cinti,Camargo,EL CHURO,1
,Nor Cinti,Camargo,TAIPINA,0
,Nor Cinti,Camargo,CARPACHACRA,1
,Nor Cinti,Camargo,CHAVARRIA,1
,Nor Cinti,Camargo,LINTACA,0
,Nor Cinti,Camargo,USFAPAMPA,1
,Nor Cinti,Camargo,QUINRAY HUASY,0
,Nor Cinti,San Lucas,CUMUNI,2
,Nor Cinti,San Lucas,JANQUYU,0
,Nor Cinti,San Lucas,CHURQUIPAMPA,6
,Nor Cinti,San Lucas,ORKHOYO,0
,Nor Cinti,San Lucas,PADCOYO,4
,Nor Cinti,San Lucas,PUCA LOMA,0
,Nor Cinti,San Lucas,QUIRPINI,38
,Nor Cinti,San Lucas,RODEO KOCHA,1
,Nor Cinti,San Lucas,SIVINGA MAYU,0
,Nor Cinti,San Lucas,TAMBO MOKO,1
,Nor Cinti,San Lucas,YAPUSIRI,57
,Nor Cinti,San Lucas,TIRA HOYO,1
,Nor Cinti,San Lucas,SAN LUCAS,343
,Nor Cinti,San Lucas,AVICUCHA,0
,Nor Cinti,San Lucas,CHAUPI COCHA,0
,Nor Cinti,San Lucas,CAICHOCA,21
,Nor Cinti,San Lucas,QUERQUEWISI,39
,Nor Cinti,San Lucas,TAMBILLO,27
,Nor Cinti,San Lucas,ANDA JABA,0
,Nor Cinti,San Lucas,KEWAYLLANI,2
,Nor Cinti,San Lucas,PUNQUINA,0
,Nor Cinti,San Lucas,SACA PAMPA,17
,Nor Cinti,San Lucas,SAN CRISTOBAL,21
,Nor Cinti,San Lucas,KANAJA,0
,Nor Cinti,San Lucas,MONTE PAMPA,0
,Nor Cinti,San Lucas,AJCHILLA,6
,Nor Cinti,San Lucas,COPLACIA,0
,Nor Cinti,San Lucas,JATUN PAMPA,0
,Nor Cinti,San Lucas,KERURI,0
,Nor Cinti,San Lucas,LADERAS,1
,Nor Cinti,San Lucas,PHULLAYA,0
,Nor Cinti,San Lucas,PICHACANI,0
,Nor Cinti,San Lucas,PILALO,0
,Nor Cinti,San Lucas,SAN PEDRO DE GUANAYA,0
,Nor Cinti,San Lucas,SUNCHU TAMBO,0
,Nor Cinti,San Lucas,TAMBO KHASA,0
,Nor Cinti,San Lucas,TORRE GUANAYA,0
,Nor Cinti,San Lucas,SOSCOLO,0
,Nor Cinti,San Lucas,SOTO LOMA,0
,Nor Cinti,San Lucas,QUEWACHALA,0
,Nor Cinti,San Lucas,CUTANASO,0
,Nor Cinti,San Lucas,CANCHAS BLANCAS,8
,Nor Cinti,San Lucas,CHANKHA,3
,Nor Cinti,San Lucas,CRUZ MAYU,0
,Nor Cinti,San Lucas,HUAÑUMILLA,0
,Nor Cinti,San Lucas,JAPO,1
,Nor Cinti,San Lucas,JATUN CANCHA,6
,Nor Cinti,San Lucas,MOLLE MOLLE,1
,Nor Cinti,San Lucas,PASLA,0
,Nor Cinti,San Lucas,PATA CANCHA,0
,Nor Cinti,San Lucas,RUMI RUMI,0
,Nor Cinti,San Lucas,SAN SALVADOR,0
,Nor Cinti,San Lucas,TORRE DE LINARES,0
,Nor Cinti,San Lucas,VILLA CARMEN,0
,Nor Cinti,San Lucas,VILLA PAZ,0
,Nor Cinti,San Lucas,WAYLLAVI,0
,Nor Cinti,San Lucas,YAYOMA,0
,Nor Cinti,San Lucas,PULQUINA,0
,Nor Cinti,San Lucas,PAPA CHACRA,0
,Nor Cinti,San Lucas,COLLPA,5
,Nor Cinti,San Lucas,JARCA MAYU,0
,Nor Cinti,San Lucas,TAMBO AGUADA,0
,Nor Cinti,San Lucas,PAPA CHACRA GRANDE,0
,Nor Cinti,San Lucas,CARACOLLO,25
,Nor Cinti,San Lucas,LECORI,14
,Nor Cinti,San Lucas,PAYACOTA DEL CARMEN,53
,Nor Cinti,San Lucas,CHANCHACILLI,6
,Nor Cinti,San Lucas,CHIÑIMAYU,76
,Nor Cinti,San Lucas,COLLPA MAYU,0
,Nor Cinti,San Lucas,EL RODEO,1
,Nor Cinti,San Lucas,ESMERALDA,23
,Nor Cinti,San Lucas,HABAS CHACRA,24
,Nor Cinti,San Lucas,HABAS MAYU,16
,Nor Cinti,San Lucas,HUAYLLANI,0
,Nor Cinti,San Lucas,TERRADO,34
,Nor Cinti,San Lucas,MALLIRI,1
,Nor Cinti,San Lucas,MARCAVI,19
,Nor Cinti,San Lucas,CHURQUI CHURQUI,2
,Nor Cinti,San Lucas,HUAYLLANI CHICO,0
,Nor Cinti,San Lucas,HUAYLLANI GRANDE,0
,Nor Cinti,San Lucas,HUERTA MAYU,14
,Nor Cinti,San Lucas,LLINQUI PAMPA,16
,Nor Cinti,San Lucas,TOCAMARACCHI,19
,Nor Cinti,San Lucas,QUIRPINI GRANDE,28
,Nor Cinti,San Lucas,MARANCELAYOJ,0
,Nor Cinti,San Lucas,LARAVINTO,1
,Nor Cinti,San Lucas,MOLLE PATA,0
,Nor Cinti,San Lucas,OJEDA,5
,Nor Cinti,San Lucas,PIRHUANI,2
,Nor Cinti,San Lucas,SACAVILLQUE CHICO,2
,Nor Cinti,San Lucas,SACAVILLQUE GRANDE,1
,Nor Cinti,San Lucas,SAN LEON,0
,Nor Cinti,San Lucas,ZABALA,0
,Nor Cinti,San Lucas,CAPIRA,0
,Nor Cinti,San Lucas,TABLAS,0
,Nor Cinti,San Lucas,CHUNCHO,0
,Nor Cinti,San Lucas,SIERRA GRANDE,0
,Nor Cinti,San Lucas,BELLA VISTA,0
,Nor Cinti,San Lucas,BUENA VISTA,0
,Nor Cinti,San Lucas,LA PALCA,37
,Nor Cinti,San Lucas,PAMPA CIENEGA,0
,Nor Cinti,San Lucas,PUKAKANCHA,1
,Nor Cinti,San Lucas,SAN MARTIN,0
,Nor Cinti,San Lucas,THAQU KASA,1
,Nor Cinti,San Lucas,TIHU PAMPA,9
,Nor Cinti,San Lucas,TOROJCHI,2
,Nor Cinti,San Lucas,TRIGO KASA,0
,Nor Cinti,San Lucas,URUCHINI,3
,Nor Cinti,San Lucas,CIVITA,0
,Nor Cinti,San Lucas,ENTRE RIOS,60
,Nor Cinti,San Lucas,ASTOLA,30
,Nor Cinti,San Lucas,PUCA PAMPA,25
,Nor Cinti,San Lucas,ANDAMARCA,22
,Nor Cinti,San Lucas,CHILLAGUA,2
,Nor Cinti,San Lucas,CHURIZAYA,0
,Nor Cinti,San Lucas,CINTEÑO TAMBO,2
,Nor Cinti,San Lucas,CONDORIRI,0
,Nor Cinti,San Lucas,CORMA,0
,Nor Cinti,San Lucas,CUTANASO,0
,Nor Cinti,San Lucas,KELLU KELLU,0
,Nor Cinti,San Lucas,SIVINGA MAYU,0
,Nor Cinti,San Lucas,KHOLLPA KHASA,9
,Nor Cinti,San Lucas,LAJA KHASA,13
,Nor Cinti,San Lucas,MAIKA,0
,Nor Cinti,San Lucas,MURIFAYA,30
,Nor Cinti,San Lucas,OCURI,8
,Nor Cinti,San Lucas,PALACIO TAMBO,15
,Nor Cinti,San Lucas,SANI MAYU,0
,Nor Cinti,San Lucas,MALLIRI,13
,Nor Cinti,San Lucas,THURU PAMPA,0
