departamento,Provincia,Municipio,ciudad_comunidad,techo_teja
Potosi,Chayanta,Pocoata,LABUYO,1
Potosi,Chayanta,Pocoata,QUESIMPUCO,0
Potosi,Chayanta,Pocoata,KPAJ RANCHO,0
Potosi,Chayanta,Pocoata,QUIRQUI,0
Potosi,Chayanta,Pocoata,LAHUATA,0
Potosi,Chayanta,Pocoata,PARARIA,0
Potosi,Chayanta,Pocoata,TOSOCO,0
Potosi,Chayanta,Pocoata,VILAPAMPA,0
Potosi,Chayanta,Pocoata,PATI PATI,0
Potosi,Chayanta,Pocoata,TUSCUFAYA,0
Potosi,Chayanta,Pocoata,SAN JUAN DE ARROS PATA,0
Potosi,Chayanta,Pocoata,ÑUÑUMAYANI,0
Potosi,Chayanta,Pocoata,PISATA,0
Potosi,Chayanta,Pocoata,WILAQUE,0
Potosi,Chayanta,Pocoata,ÑUÑUMAYANI,0
Potosi,Chayanta,Pocoata,ARROZPATA,0
Potosi,Chayanta,Pocoata,TICAPAMPA,0
Potosi,Chayanta,Pocoata,TOMOYO,2
Potosi,Chayanta,Pocoata,MALLCOCOCHI,0
Potosi,Chayanta,Pocoata,SAN MIGUEL DE KHARI,0
Potosi,Chayanta,Pocoata,CARANJA,0
Potosi,Chayanta,Pocoata,COLLANA TUICA,1
Potosi,Chayanta,Pocoata,OCKORURO,0
Potosi,Chayanta,Pocoata,LACA LACA,0
Potosi,Chayanta,Pocoata,CHANCA TUICA,0
Potosi,Chayanta,Pocoata,COLTY LACA LACA,0
Potosi,Chayanta,Pocoata,CHAWISA,0
Potosi,Chayanta,Pocoata,CARAMACHE,0
Potosi,Chayanta,Pocoata,HUATARAQUI,0
Potosi,Chayanta,Pocoata,TACONI,0
Potosi,Chayanta,Pocoata,SIQUERA,1
Potosi,Chayanta,Ocurí,QAYARANI ALTA,0
Potosi,Chayanta,Ocurí,CANCHAS BLANCAS BAJA,1
Potosi,Chayanta,Ocurí,CHILLAHUI,0
Potosi,Chayanta,Ocurí,HUAYRAÑA,0
Potosi,Chayanta,Ocurí,MORIFALLA,2
Potosi,Chayanta,Ocurí,JATUN HUASI,0
Potosi,Chayanta,Ocurí,JIRA JIRA,0
Potosi,Chayanta,Ocurí,JATHUN CANCHA ALTA,3
Potosi,Chayanta,Ocurí,TAHUA REJA,2
Potosi,Chayanta,Ocurí,OCURI,3
Potosi,Chayanta,Ocurí,PEAÑA,1
Potosi,Chayanta,Ocurí,SOCOPOCO ALTO,1
Potosi,Chayanta,Ocurí,CHACA MAYO,0
Potosi,Chayanta,Ocurí,TAPIAL,0
Potosi,Chayanta,Ocurí,PASTO PAMPA,4
Potosi,Chayanta,Ocurí,VISCACHANI,0
Potosi,Chayanta,Ocurí,LACA LACA,0
Potosi,Chayanta,Ocurí,YURIMATA,16
Potosi,Chayanta,Ocurí,AMAY CHAPI,0
Potosi,Chayanta,Ocurí,CANCHA CANCHA,0
Potosi,Chayanta,Ocurí,CHULLPA,0
Potosi,Chayanta,Ocurí,COLCA PUJIO,1
Potosi,Chayanta,Ocurí,JATUN CANCHA BAJA,0
Potosi,Chayanta,Ocurí,KOLLARE,0
Potosi,Chayanta,Ocurí,LOKA,1
Potosi,Chayanta,Ocurí,LUKIPAMPA,0
Potosi,Chayanta,Ocurí,PHOKHERI,0
Potosi,Chayanta,Ocurí,QALTA,0
Potosi,Chayanta,Ocurí,RANCHO CAINE,0
Potosi,Chayanta,Ocurí,RANCHO CHINIHUATA,0
Potosi,Chayanta,Ocurí,SACHA CANCHA,0
Potosi,Chayanta,Ocurí,SOCOPOCO,0
Potosi,Chayanta,Ocurí,SOCOPOCO ALTA,0
Potosi,Chayanta,Ocurí,SOCOPOCO BAJO,0
Potosi,Chayanta,Ocurí,TAROWAQUE,1
Potosi,Chayanta,Ocurí,VILOMA,0
Potosi,Chayanta,Ocurí,PUCKA KASA,0
Potosi,Chayanta,Ocurí,CHARI CHARI,0
Potosi,Chayanta,Ocurí,CKARACKARITA,0
Potosi,Chayanta,Ocurí,SACA SACA,0
Potosi,Chayanta,Ocurí,PHINAWI,0
Potosi,Chayanta,Ocurí,ALCANI BAJA,0
Potosi,Chayanta,Ocurí,CARACOCHI,0
Potosi,Chayanta,Ocurí,CARACHUYO,0
Potosi,Chayanta,Ocurí,COMERCENIGA,0
Potosi,Chayanta,Ocurí,CHAUPILOMA,0
Potosi,Chayanta,Ocurí,ILAVE BAJA -SUB YURIMATA,0
Potosi,Chayanta,Ocurí,SICUYANI,0
Potosi,Chayanta,Ocurí,COROHUARIRI,0
Potosi,Chayanta,Ocurí,SANTA ROSA,1
Potosi,Chayanta,Ocurí,ACHACHI,0
Potosi,Chayanta,Ocurí,AMAYANI,0
Potosi,Chayanta,Ocurí,CAPILLANI,0
Potosi,Chayanta,Ocurí,KARIMAYU,0
Potosi,Chayanta,Ocurí,HUANUNI,0
Potosi,Chayanta,Ocurí,PUCARA,0
Potosi,Chayanta,Ocurí,QUELLU MAYU,0
Potosi,Chayanta,Ocurí,SILLA SILLA,0
Potosi,Chayanta,Ocurí,LARA MAYU,0
Potosi,Chayanta,Ocurí,SORA PATA,0
Potosi,Chayanta,Ocurí,YURIMATA,0
Potosi,Chayanta,Ocurí,CONDOR QUIÑA,0
Potosi,Chayanta,Ocurí,TACACACHI,0
Potosi,Chayanta,Ocurí,TORCORI,0
Potosi,Chayanta,Ocurí,ALCANI ALTA,0
Potosi,Chayanta,Ocurí,HUAQUINISO ALTA,0
Potosi,Chayanta,Ocurí,HUAQUINISO BAJA,0
Potosi,Chayanta,Ocurí,COCHA PAMPA,17
Potosi,Chayanta,Ocurí,MARAGUA,3
Potosi,Chayanta,Ocurí,MARCUATA,0
Potosi,Chayanta,Ocurí,MUÑA MUÑA,0
Potosi,Chayanta,Ocurí,NIÑO MAYU,0
Potosi,Chayanta,Ocurí,POCA LOMA,2
Potosi,Chayanta,Ocurí,HUAYLLANI ALTA,0
Potosi,Chayanta,Ocurí,IRUJA FALSURI,0
Potosi,Chayanta,Ocurí,THAPARO ALTA,0
Potosi,Chayanta,Ocurí,THAPARO BAJA,0
Potosi,Chayanta,Ocurí,TOJOTA,0
Potosi,Chayanta,Ocurí,TORRE CACA,0
Potosi,Chayanta,Ocurí,UTALAQUITA,0
Potosi,Chayanta,Ocurí,VILUYO,0
Potosi,Chayanta,Ocurí,YARETA CKASA,0
Potosi,Chayanta,Ocurí,LLUCHO,3
Potosi,Chayanta,Ocurí,LUKIPAMPA,0
Potosi,Chayanta,Ocurí,PUCA KASA,0
Potosi,Chayanta,Ocurí,KISCA CANCHA,0
Potosi,Chayanta,Ocurí,ANCO CALA,0
Potosi,Chayanta,Ocurí,KEHUALLUNI,0
Potosi,Chayanta,Ocurí,PUCA PUCA,0
Potosi,Chayanta,Ocurí,MARCUMA ALTA,0
Potosi,Chayanta,Ocurí,CARRETAS,0
Potosi,Chayanta,Ocurí,CHAQUI MAYO,0
Potosi,Chayanta,Ocurí,KISCA CANCHA,2
Potosi,Chayanta,Ocurí,LAGUNILLAS,0
Potosi,Chayanta,Ocurí,LUKI ALTA,0
Potosi,Chayanta,Ocurí,MARCOMA ALTA,12
Potosi,Chayanta,Ocurí,PERCKA,1
Potosi,Chayanta,Ocurí,QUEHUNI,0
Potosi,Chayanta,Ocurí,YURIMATA,0
Potosi,Chayanta,Ocurí,CHAQUEMAYO,0
Potosi,Chayanta,Ocurí,PALCA HUASI,0
Potosi,Chayanta,Ocurí,FITTY,0
Potosi,Chayanta,Ocurí,CHAIRAPATA,0
Potosi,Chayanta,Ocurí,CHILCANI -SUB CEBADA KASA,0
Potosi,Chayanta,Ocurí,CHUARANI,0
Potosi,Chayanta,Ocurí,MILLUNI,0
Potosi,Chayanta,Ocurí,IRA PAMPA,0
Potosi,Chayanta,Ocurí,JUTHY -SUB JUTHY,0
Potosi,Chayanta,Ocurí,LABIO -SUB JAMACHIRI,0
Potosi,Chayanta,Ocurí,MILLUNI ALTA,0
Potosi,Chayanta,Ocurí,FICHICACHI,0
Potosi,Chayanta,Ocurí,HUANTALLE,0
Potosi,Chayanta,Ocurí,MARCAHUI,0
Potosi,Chayanta,Ocurí,ROCO ROCO,0
Potosi,Chayanta,Ocurí,SORATIRI,0
Potosi,Chayanta,Ocurí,SANTA FE,0
Potosi,Chayanta,Ocurí,CATECHILLA,0
Potosi,Chayanta,Ocurí,KATAWI,0
Potosi,Chayanta,Ocurí,MACHACAMARCA,0
Potosi,Chayanta,Ocurí,TACONI,0
Potosi,Chayanta,Ocurí,VILACAGUA,1
Potosi,Charcas,San Pedro de Buena Vista,CHIÑATA,0
Potosi,Charcas,San Pedro de Buena Vista,VAQUERIA,0
Potosi,Charcas,San Pedro de Buena Vista,BANDURIRI -HUAYQUEYAPU,0
Potosi,Charcas,San Pedro de Buena Vista,SACANA,0
Potosi,Charcas,San Pedro de Buena Vista,CORAL KHASA - JATUN JILA,0
Potosi,Charcas,San Pedro de Buena Vista,KERACOCHI,1
Potosi,Charcas,San Pedro de Buena Vista,CHIARAQUE,3
Potosi,Charcas,San Pedro de Buena Vista,JATUN JILA - JATUN JILA,0
Potosi,Charcas,San Pedro de Buena Vista,JANCOYO,0
Potosi,Charcas,San Pedro de Buena Vista,QUINAMARA -SUB QUINAMARA,6
Potosi,Charcas,San Pedro de Buena Vista,SAN PEDRO DE BUENA VISTA,18
Potosi,Charcas,San Pedro de Buena Vista,SILLARAYA,0
Potosi,Charcas,San Pedro de Buena Vista,SINTO -SACANA,0
Potosi,Charcas,San Pedro de Buena Vista,MISIKUNI,0
Potosi,Charcas,San Pedro de Buena Vista,NAZAKARA,0
Potosi,Charcas,San Pedro de Buena Vista,CHACOMA,0
Potosi,Charcas,San Pedro de Buena Vista,JUCHUYJILA,0
Potosi,Charcas,San Pedro de Buena Vista,SANTA MARIA,0
Potosi,Charcas,San Pedro de Buena Vista,CALA CALA - JURINSAYA,0
Potosi,Charcas,San Pedro de Buena Vista,LACAYA,0
Potosi,Charcas,San Pedro de Buena Vista,COTICOTINI,0
Potosi,Charcas,San Pedro de Buena Vista,PARIHUANA,0
Potosi,Charcas,San Pedro de Buena Vista,CANDARIRI,0
Potosi,Charcas,San Pedro de Buena Vista,CAPITAN PAMPA,0
Potosi,Charcas,San Pedro de Buena Vista,CARARIA,1
Potosi,Charcas,San Pedro de Buena Vista,CHARAHUAYTO,0
Potosi,Charcas,San Pedro de Buena Vista,CHAWARANI,0
Potosi,Charcas,San Pedro de Buena Vista,CHIRIMIRA,0
Potosi,Charcas,San Pedro de Buena Vista,CHUQUIBAMBA,0
Potosi,Charcas,San Pedro de Buena Vista,COLLANA,0
Potosi,Charcas,San Pedro de Buena Vista,CRUZ CKASA,0
Potosi,Charcas,San Pedro de Buena Vista,HUACAPI,0
Potosi,Charcas,San Pedro de Buena Vista,HUAYCHAYAPU,0
Potosi,Charcas,San Pedro de Buena Vista,JANKO QALA,1
Potosi,Charcas,San Pedro de Buena Vista,JATUN JILA,0
Potosi,Charcas,San Pedro de Buena Vista,LLALLAGUANI,0
Potosi,Charcas,San Pedro de Buena Vista,LLAVINI,0
Potosi,Charcas,San Pedro de Buena Vista,ORKA,0
Potosi,Charcas,San Pedro de Buena Vista,PALESTINA,0
Potosi,Charcas,San Pedro de Buena Vista,CHOROMA,0
Potosi,Charcas,San Pedro de Buena Vista,PASOPAYA,0
Potosi,Charcas,San Pedro de Buena Vista,PAUCACHI,0
Potosi,Charcas,San Pedro de Buena Vista,PIHIPINI,0
Potosi,Charcas,San Pedro de Buena Vista,QUEÑUMA,0
Potosi,Charcas,San Pedro de Buena Vista,SAJPAYA,0
Potosi,Charcas,San Pedro de Buena Vista,SICOYA,1
Potosi,Charcas,San Pedro de Buena Vista,SIKIRI,0
Potosi,Charcas,San Pedro de Buena Vista,SIMANTO,0
Potosi,Charcas,San Pedro de Buena Vista,SOCAYANI,0
Potosi,Charcas,San Pedro de Buena Vista,TARKA,0
Potosi,Charcas,San Pedro de Buena Vista,TOLA TOLA,0
Potosi,Charcas,San Pedro de Buena Vista,UMPHU,0
Potosi,Charcas,San Pedro de Buena Vista,KUCHU RANCHO,0
Potosi,Charcas,San Pedro de Buena Vista,TACA COPA,0
Potosi,Charcas,San Pedro de Buena Vista,PAYACARI,0
Potosi,Charcas,San Pedro de Buena Vista,PUMIRI,0
Potosi,Charcas,San Pedro de Buena Vista,CAYARANI -SUB LUQUIPAMPA,0
Potosi,Charcas,San Pedro de Buena Vista,CONDOR CUCHU,1
Potosi,Charcas,San Pedro de Buena Vista,BANDURIRI,0
Potosi,Charcas,San Pedro de Buena Vista,CHALLA CHALLA,0
Potosi,Charcas,San Pedro de Buena Vista,COLLANA BAJA,0
Potosi,Charcas,San Pedro de Buena Vista,HUARACA,0
Potosi,Charcas,San Pedro de Buena Vista,SOCOSANI,0
Potosi,Charcas,San Pedro de Buena Vista,A LA CRUZ -SUB MICANI,0
Potosi,Charcas,San Pedro de Buena Vista,VICUÑIRI,0
Potosi,Charcas,San Pedro de Buena Vista,CHARI CHARI,0
Potosi,Charcas,San Pedro de Buena Vista,VISCACHANI,0
Potosi,Charcas,San Pedro de Buena Vista,CAYARANI -SUB LUQUIPAMPA,1
Potosi,Charcas,San Pedro de Buena Vista,POCOATILLO,0
Potosi,Charcas,San Pedro de Buena Vista,CALA PEQUEÑA -SUB CALA PEQUEÑA,0
Potosi,Charcas,San Pedro de Buena Vista,LUPIMARCA -SUB CALA PEQUEÑA,0
Potosi,Charcas,San Pedro de Buena Vista,CHUACOLLO,0
Potosi,Charcas,San Pedro de Buena Vista,IRPOMA -SUB CALA PEQUEÑA,0
Potosi,Charcas,San Pedro de Buena Vista,CONDOR NAZA,0
Potosi,Charcas,San Pedro de Buena Vista,SUARANI,0
Potosi,Charcas,San Pedro de Buena Vista,MICANI,1
Potosi,Charcas,San Pedro de Buena Vista,TANGA TANGA,0
Potosi,Charcas,San Pedro de Buena Vista,LAQA LAQA,0
Potosi,Charcas,San Pedro de Buena Vista,CRUZ PAMPA,0
Potosi,Charcas,San Pedro de Buena Vista,CAPILLANI,0
Potosi,Charcas,San Pedro de Buena Vista,HUMAJE,0
Potosi,Charcas,San Pedro de Buena Vista,CALA CHICOTA,8
Potosi,Charcas,San Pedro de Buena Vista,CABRINI,0
Potosi,Charcas,San Pedro de Buena Vista,CAMATA,0
Potosi,Charcas,San Pedro de Buena Vista,CHAROQUE,0
Potosi,Charcas,San Pedro de Buena Vista,CHULLPA,0
Potosi,Charcas,San Pedro de Buena Vista,CONDOR PAMPA,0
Potosi,Charcas,San Pedro de Buena Vista,COYO COYO,0
Potosi,Charcas,San Pedro de Buena Vista,HUARI PAMPA,0
Potosi,Charcas,San Pedro de Buena Vista,IPAKORI,0
Potosi,Charcas,San Pedro de Buena Vista,IPOTE,0
Potosi,Charcas,San Pedro de Buena Vista,JANTHA KHORA,0
Potosi,Charcas,San Pedro de Buena Vista,JEREREKA,0
Potosi,Charcas,San Pedro de Buena Vista,KAUCARI,0
Potosi,Charcas,San Pedro de Buena Vista,LLAVINI,0
Potosi,Charcas,San Pedro de Buena Vista,MACHACAMARCA,0
Potosi,Charcas,San Pedro de Buena Vista,MATARIRI,0
Potosi,Charcas,San Pedro de Buena Vista,MOSOJ QUESTA,3
Potosi,Charcas,San Pedro de Buena Vista,OJRA,0
Potosi,Charcas,San Pedro de Buena Vista,OSCO OSCONI,0
Potosi,Charcas,San Pedro de Buena Vista,PALLACACHI,0
Potosi,Charcas,San Pedro de Buena Vista,QUICHA QUICHA,0
Potosi,Charcas,San Pedro de Buena Vista,SAMOMA,0
Potosi,Charcas,San Pedro de Buena Vista,SIVINGANI,0
Potosi,Charcas,San Pedro de Buena Vista,TIPA TIPA,0
Potosi,Charcas,San Pedro de Buena Vista,ULUPIQUIRI,0
Potosi,Charcas,San Pedro de Buena Vista,UMACHU,0
Potosi,Charcas,San Pedro de Buena Vista,ARACANI,0
Potosi,Charcas,San Pedro de Buena Vista,ALLPACA,0
Potosi,Charcas,San Pedro de Buena Vista,SURAGULA CHICO,0
Potosi,Charcas,San Pedro de Buena Vista,SACA SACA -HACIENDAS,0
Potosi,Charcas,San Pedro de Buena Vista,CORATA - SACABAMBA,0
Potosi,Charcas,San Pedro de Buena Vista,CRUZ PATA - SURAGUA,0
Potosi,Charcas,San Pedro de Buena Vista,POCOATILLO,1
Potosi,Charcas,San Pedro de Buena Vista,SACABAMBA,1
Potosi,Charcas,San Pedro de Buena Vista,TAYANI,0
Potosi,Charcas,San Pedro de Buena Vista,CHUACOLLO,0
Potosi,Charcas,San Pedro de Buena Vista,VILUYO,0
Potosi,Charcas,San Pedro de Buena Vista,CRUZ VILLQUE,0
Potosi,Charcas,San Pedro de Buena Vista,LUPIQUIPA,0
Potosi,Charcas,San Pedro de Buena Vista,JACHUYO,0
Potosi,Charcas,San Pedro de Buena Vista,CAIMANI,0
Potosi,Charcas,San Pedro de Buena Vista,CONDOR NAZA,0
Potosi,Charcas,San Pedro de Buena Vista,HUAUQUENI,0
Potosi,Charcas,San Pedro de Buena Vista,LAQA LAQA,0
Potosi,Charcas,San Pedro de Buena Vista,ICHUNTASI,0
Potosi,Charcas,San Pedro de Buena Vista,ATACARI,0
Potosi,Charcas,San Pedro de Buena Vista,CALASAYA,0
Potosi,Charcas,San Pedro de Buena Vista,CANIRAWA,0
Potosi,Charcas,San Pedro de Buena Vista,CHINCHERANI,0
Potosi,Charcas,San Pedro de Buena Vista,COTATA,0
Potosi,Charcas,San Pedro de Buena Vista,CUISAWANI,0
Potosi,Charcas,San Pedro de Buena Vista,CULLIRI,0
Potosi,Charcas,San Pedro de Buena Vista,JANTANISO,0
Potosi,Charcas,San Pedro de Buena Vista,LAPHIA,0
Potosi,Charcas,San Pedro de Buena Vista,LIPIS CAIMA,0
Potosi,Charcas,San Pedro de Buena Vista,LUJO,0
Potosi,Charcas,San Pedro de Buena Vista,MOSCARI,0
Potosi,Charcas,San Pedro de Buena Vista,PERCATA,0
Potosi,Charcas,San Pedro de Buena Vista,PUCARA,0
Potosi,Charcas,San Pedro de Buena Vista,SUICOMA,0
Potosi,Charcas,San Pedro de Buena Vista,SURAGUA,0
Potosi,Charcas,San Pedro de Buena Vista,TOCO TOCO,0
Potosi,Charcas,San Pedro de Buena Vista,TOTORANI,0
Potosi,Charcas,San Pedro de Buena Vista,ESCALERA,0
Potosi,Charcas,San Pedro de Buena Vista,CHACHACOMANI,0
Potosi,Charcas,San Pedro de Buena Vista,PECAÑA,0
Potosi,Charcas,San Pedro de Buena Vista,NINACHATA,0
Potosi,Charcas,San Pedro de Buena Vista,ALTO LOMA -ORCKOBAMBA,0
Potosi,Charcas,San Pedro de Buena Vista,CHARI CHARI,0
Potosi,Charcas,San Pedro de Buena Vista,CHUÑOJROMA,0
Potosi,Charcas,San Pedro de Buena Vista,WARJATA -CHARI CHARI,0
Potosi,Charcas,San Pedro de Buena Vista,WAYCUTA -CHARI CHARI,0
Potosi,Charcas,San Pedro de Buena Vista,MAMANIA -SUB MAMANIA,0
Potosi,Charcas,San Pedro de Buena Vista,LARQIRI,0
Potosi,Charcas,San Pedro de Buena Vista,ALTO LOMA,0
Potosi,Charcas,San Pedro de Buena Vista,AMUTARA,0
Potosi,Charcas,San Pedro de Buena Vista,CARPANI,0
Potosi,Charcas,San Pedro de Buena Vista,CASPI CANCHA,0
Potosi,Charcas,San Pedro de Buena Vista,CAYANCAS,0
Potosi,Charcas,San Pedro de Buena Vista,CHALLOMA,0
Potosi,Charcas,San Pedro de Buena Vista,CHAWARANI,0
Potosi,Charcas,San Pedro de Buena Vista,DURAZNILLO,0
Potosi,Charcas,San Pedro de Buena Vista,HUAYCHAYAPU,0
Potosi,Charcas,San Pedro de Buena Vista,HUAYKUTA,2
Potosi,Charcas,San Pedro de Buena Vista,HUANCARANI,2
Potosi,Charcas,San Pedro de Buena Vista,ICHURATA,0
Potosi,Charcas,San Pedro de Buena Vista,ILILI,0
Potosi,Charcas,San Pedro de Buena Vista,LLUCHU,0
Potosi,Charcas,San Pedro de Buena Vista,ORKA,0
Potosi,Charcas,San Pedro de Buena Vista,PAILOTA,0
Potosi,Charcas,San Pedro de Buena Vista,QUEÑUANI,0
Potosi,Charcas,San Pedro de Buena Vista,SAN MARCOS,0
Potosi,Charcas,San Pedro de Buena Vista,SAYAGA,0
Potosi,Charcas,San Pedro de Buena Vista,VILACOTA,0
Potosi,Charcas,San Pedro de Buena Vista,LARQUERI,1
Potosi,Charcas,San Pedro de Buena Vista,CUSUMI,0
Potosi,Charcas,San Pedro de Buena Vista,CHIÑATA,0
Potosi,Charcas,San Pedro de Buena Vista,CALACHACA,1
Potosi,Charcas,San Pedro de Buena Vista,CHIRO KASA,0
Potosi,Charcas,San Pedro de Buena Vista,CHIRU CUCHU,0
Potosi,Charcas,San Pedro de Buena Vista,CHIARAQUE,0
Potosi,Charcas,San Pedro de Buena Vista,JACHACORO,0
Potosi,Charcas,San Pedro de Buena Vista,LANKAJA,0
Potosi,Charcas,San Pedro de Buena Vista,CONDOR NAZA,0
Potosi,Charcas,San Pedro de Buena Vista,MOROCOYO,0
Potosi,Charcas,San Pedro de Buena Vista,ALPACANI,1
Potosi,Charcas,San Pedro de Buena Vista,PICHARAYA -SUB  CHIRO,0
Potosi,Charcas,San Pedro de Buena Vista,RIO ÑEQUETA,0
Potosi,Charcas,San Pedro de Buena Vista,LIMAYA,0
Potosi,Charcas,San Pedro de Buena Vista,SANTA MARIA,0
Potosi,Charcas,San Pedro de Buena Vista,TAKAHUANI,0
Potosi,Charcas,San Pedro de Buena Vista,TORACARI,4
Potosi,Charcas,San Pedro de Buena Vista,LLANUMA,0
Potosi,Charcas,San Pedro de Buena Vista,ÑEQUETA -SUB  COACARI,10
Potosi,Charcas,San Pedro de Buena Vista,JAPO,0
Potosi,Charcas,San Pedro de Buena Vista,POETERA,0
Potosi,Charcas,San Pedro de Buena Vista,JACHOYU II,0
Potosi,Charcas,San Pedro de Buena Vista,JANCOYO GRANDE,0
Potosi,Charcas,San Pedro de Buena Vista,ALCALACA,0
Potosi,Charcas,San Pedro de Buena Vista,CONDOR CUCHU,0
Potosi,Charcas,San Pedro de Buena Vista,CHUQUICOTA,0
Potosi,Charcas,San Pedro de Buena Vista,BALTAZAR,0
Potosi,Charcas,San Pedro de Buena Vista,CAYASTIA,0
Potosi,Charcas,San Pedro de Buena Vista,COACARI,0
Potosi,Charcas,San Pedro de Buena Vista,CONDORIRI,0
Potosi,Charcas,San Pedro de Buena Vista,ESCOMA,0
Potosi,Charcas,San Pedro de Buena Vista,HORNOUTA,1
Potosi,Charcas,San Pedro de Buena Vista,JACHACALLA,4
Potosi,Charcas,San Pedro de Buena Vista,LLOQUETA,0
Potosi,Charcas,San Pedro de Buena Vista,LULHITAPA,0
Potosi,Charcas,San Pedro de Buena Vista,MORO QHOYO,2
Potosi,Charcas,San Pedro de Buena Vista,PACACHANI,0
Potosi,Charcas,San Pedro de Buena Vista,PAQUERI,0
Potosi,Charcas,San Pedro de Buena Vista,PHARARIA,0
Potosi,Charcas,San Pedro de Buena Vista,SAUCINI,11
Potosi,Charcas,San Pedro de Buena Vista,TOLA TOLA,0
Potosi,Charcas,San Pedro de Buena Vista,VILACALA,0
Potosi,Charcas,San Pedro de Buena Vista,VILACOTA,0
Potosi,Charcas,San Pedro de Buena Vista,AGUAS CALIENTES,0
Potosi,Charcas,San Pedro de Buena Vista,SERKE,0
Potosi,Charcas,San Pedro de Buena Vista,ACKOYO,0
Potosi,Charcas,San Pedro de Buena Vista,SEKE,0
Potosi,Charcas,San Pedro de Buena Vista,CUSUMI,0
Potosi,Charcas,San Pedro de Buena Vista,CHALLAJE -SUB CHIROCARI,0
Potosi,Charcas,San Pedro de Buena Vista,CARAVILLQUE,0
Potosi,Charcas,San Pedro de Buena Vista,HUAYLLAS,0
Potosi,Charcas,San Pedro de Buena Vista,IPIKA,0
Potosi,Charcas,San Pedro de Buena Vista,PAMPA OCHOJCHI,0
Potosi,Charcas,San Pedro de Buena Vista,CACOMI,0
Potosi,Charcas,San Pedro de Buena Vista,VILUYO,0
Potosi,Charcas,San Pedro de Buena Vista,KOÑA KOÑA,0
Potosi,Charcas,San Pedro de Buena Vista,JANCOMA,0
Potosi,Charcas,San Pedro de Buena Vista,CONDOR NAZA,2
Potosi,Charcas,San Pedro de Buena Vista,EX HACIENDA,0
Potosi,Charcas,San Pedro de Buena Vista,LEQUELEQUE -SUB CHIROCARI,0
Potosi,Charcas,San Pedro de Buena Vista,HUAYHUASI,0
Potosi,Charcas,San Pedro de Buena Vista,SOCAYAPU,0
Potosi,Charcas,San Pedro de Buena Vista,JACHOYU II,0
Potosi,Charcas,San Pedro de Buena Vista,CALA CHICOTA,0
Potosi,Charcas,San Pedro de Buena Vista,AZIRURI,0
Potosi,Charcas,San Pedro de Buena Vista,CHIROCARI,2
Potosi,Charcas,San Pedro de Buena Vista,CHULLPA,0
Potosi,Charcas,San Pedro de Buena Vista,CIRCUYU,0
Potosi,Charcas,San Pedro de Buena Vista,COTATA,0
Potosi,Charcas,San Pedro de Buena Vista,ESQUENCACHI,0
Potosi,Charcas,San Pedro de Buena Vista,HUARI CARPA,0
Potosi,Charcas,San Pedro de Buena Vista,IPAKORI,0
Potosi,Charcas,San Pedro de Buena Vista,PACACHANI,0
Potosi,Charcas,San Pedro de Buena Vista,PAIRUMANI,0
Potosi,Charcas,San Pedro de Buena Vista,PISAJ PAMPA,3
Potosi,Charcas,San Pedro de Buena Vista,QUEÑUANI,0
Potosi,Charcas,San Pedro de Buena Vista,ZAPACARI,0
Potosi,Charcas,San Pedro de Buena Vista,CHIARAQUE,0
Potosi,Charcas,San Pedro de Buena Vista,CAIMANI,0
Potosi,Charcas,San Pedro de Buena Vista,ACKOYO,0
Potosi,Charcas,San Pedro de Buena Vista,LURUCACHI,0
Potosi,Charcas,Toro Toro,ARARIA,0
Potosi,Charcas,Toro Toro,LUKI COTANI,0
Potosi,Charcas,Toro Toro,CUÑURANI -AÑAHUANI,0
Potosi,Charcas,Toro Toro,HACIENDA LOMA,7
Potosi,Charcas,Toro Toro,TORO TORO,169
Potosi,Charcas,Toro Toro,COTANI,0
Potosi,Charcas,Toro Toro,HUARA KASA,4
Potosi,Charcas,Toro Toro,MOLLE CANCHA,7
Potosi,Charcas,Toro Toro,VILA KASA,8
Potosi,Charcas,Toro Toro,VILUYO,5
Potosi,Charcas,Toro Toro,RODEO ESCALON -AÑAHUANI,14
Potosi,Charcas,Toro Toro,PACOATA ACERUMA -SUB PALOMA PAMPA,1
Potosi,Charcas,Toro Toro,HUAYLLAS,1
Potosi,Charcas,Toro Toro,MACHA CRUZ KASA,7
Potosi,Charcas,Toro Toro,SAYCHANI CHICO,1
Potosi,Charcas,Toro Toro,CHICO POCOSUCO -SUB POCOSUCO,0
Potosi,Charcas,Toro Toro,LA MADERA -SUB POCOSUCO,3
Potosi,Charcas,Toro Toro,POCOSUCO -SUB POCOSUCO,5
Potosi,Charcas,Toro Toro,LISTE,8
Potosi,Charcas,Toro Toro,LAIME ACERUMA -SUB POCOSUCO,0
Potosi,Charcas,Toro Toro,CARASI,13
Potosi,Charcas,Toro Toro,CONDOR PAMPA,0
Potosi,Charcas,Toro Toro,LANADERA,0
Potosi,Charcas,Toro Toro,OMEREKE,1
Potosi,Charcas,Toro Toro,PALOMA PAMPA,0
Potosi,Charcas,Toro Toro,PAMPA RANCHO,10
Potosi,Charcas,Toro Toro,POTRERO,4
Potosi,Charcas,Toro Toro,SACA BAMBA,0
Potosi,Charcas,Toro Toro,SAYCHANI,0
Potosi,Charcas,Toro Toro,WARA WARA,2
Potosi,Charcas,Toro Toro,CRUZ KHASA,10
Potosi,Charcas,Toro Toro,CALAHUTA,22
