Departamento,Provincia,Municipio,Ciudad / Comunidad,pared_total,pared_ladrillo_cemento,pared_adobe_tapial,pared_tabique_quinche,pared_piedra,pared_madera,pared_canha_palma,pared_otro,techo_total,techo_calamina,techo_teja,techo_losa,techo_paja,techo_otro,piso_total,piso_tierra,piso_madera,piso_machimbre,piso_parquet,piso_ceramica,piso_cemento,piso_mosaico,piso_ladrillo,piso_otro
La Paz,Pacajes,Caquiaviri,WINCURAYA,10,0,10,0,0,0,0,0,10,8,0,0,2,0,10,10,0,0,0,0,0,0,0,0
La Paz,Pacajes,Caquiaviri,AÑUFAYA,17,0,17,0,0,0,0,0,17,12,0,0,5,0,17,17,0,0,0,0,0,0,0,0
La Paz,Pacajes,Caquiaviri,MARQUIRIVI,5,0,5,0,0,0,0,0,5,3,0,0,2,0,5,5,0,0,0,0,0,0,0,0
La Paz,Pacajes,Caquiaviri,QUIWATANKA,11,0,10,0,1,0,0,0,11,7,0,0,4,0,11,11,0,0,0,0,0,0,0,0
La Paz,Pacajes,Caquiaviri,SIQUIKIPAYA,14,0,13,0,1,0,0,0,14,6,0,0,8,0,14,11,0,0,0,0,3,0,0,0
La Paz,Pacajes,Caquiaviri,OKOMA,28,0,24,0,4,0,0,0,28,15,0,0,13,0,28,27,0,0,0,0,1,0,0,0
La Paz,Pacajes,Caquiaviri,PINUTA,9,0,9,0,0,0,0,0,9,5,1,0,3,0,9,9,0,0,0,0,0,0,0,0
La Paz,Pacajes,Caquiaviri,KARLAQI,5,0,5,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0
La Paz,Pacajes,Caquiaviri,POCOYO,21,0,21,0,0,0,0,0,21,20,0,0,1,0,21,20,0,0,0,0,1,0,0,0
La Paz,Pacajes,Caquiaviri,ICHACOMA,17,0,17,0,0,0,0,0,17,12,0,0,5,0,17,17,0,0,0,0,0,0,0,0
La Paz,Pacajes,Caquiaviri,JIHUACUTA,37,4,32,1,0,0,0,0,37,32,0,0,4,1,37,29,0,2,0,0,6,0,0,0
La Paz,Pacajes,Caquiaviri,AYPA YAURUTA,59,2,57,0,0,0,0,0,59,13,0,0,46,0,59,55,0,1,0,0,3,0,0,0
La Paz,Pacajes,Caquiaviri,AYPA JACOKATA,51,2,49,0,0,0,0,0,51,27,0,0,24,0,51,46,0,0,0,0,5,0,0,0
La Paz,Pacajes,Caquiaviri,WISAMAYA,27,0,27,0,0,0,0,0,27,24,0,0,3,0,27,25,0,0,0,0,2,0,0,0
La Paz,Pacajes,Caquiaviri,SURAMAYA,45,2,43,0,0,0,0,0,45,11,0,0,34,0,45,44,0,0,0,0,1,0,0,0
La Paz,Pacajes,Caquiaviri,MAPA SALINAS,84,1,83,0,0,0,0,0,84,18,0,0,66,0,84,84,0,0,0,0,0,0,0,0
La Paz,Pacajes,Caquiaviri,ACERO MARCA,72,0,71,0,0,0,0,1,72,47,0,0,24,1,72,67,1,0,0,0,2,0,1,1
La Paz,Pacajes,Caquiaviri,HUALLATIRI,54,2,52,0,0,0,0,0,54,30,0,0,24,0,54,52,0,0,0,0,2,0,0,0
La Paz,Pacajes,Caquiaviri,LAURA MAMANICA,28,0,28,0,0,0,0,0,28,17,0,0,11,0,28,28,0,0,0,0,0,0,0,0
La Paz,Pacajes,Caquiaviri,KASILLUNCA,23,1,22,0,0,0,0,0,23,23,0,0,0,0,23,21,0,0,0,0,2,0,0,0
La Paz,Pacajes,Caquiaviri,JUNTUTAMAYA,45,1,44,0,0,0,0,0,45,2,0,0,43,0,45,44,0,0,0,0,1,0,0,0
La Paz,Pacajes,Caquiaviri,LAURA AFITUNI,38,0,38,0,0,0,0,0,38,20,0,0,18,0,38,38,0,0,0,0,0,0,0,0
La Paz,Pacajes,Caquiaviri,KALLARAMAYA,31,10,21,0,0,0,0,0,31,24,0,0,7,0,31,17,0,0,0,0,14,0,0,0
La Paz,Pacajes,Caquiaviri,TOLOCO,71,14,56,0,0,0,0,1,71,51,0,0,19,1,71,65,0,1,0,0,1,0,3,1
La Paz,Pacajes,Caquiaviri,TUNQUIPA,66,0,66,0,0,0,0,0,66,31,0,0,35,0,66,65,0,0,0,0,1,0,0,0
La Paz,Pacajes,Caquiaviri,CHOJÑAPAMPA,39,4,33,0,2,0,0,0,39,36,0,0,3,0,39,31,0,0,0,0,6,0,2,0
La Paz,Pacajes,Caquiaviri,UMALA ALTA,7,0,5,0,2,0,0,0,7,3,0,0,2,2,7,6,0,0,0,0,0,0,1,0
La Paz,Pacajes,Caquiaviri,UMALA BAJA,19,0,19,0,0,0,0,0,19,17,0,0,2,0,19,18,0,0,0,0,1,0,0,0
La Paz,Pacajes,Caquiaviri,VICHAYA PRIMERO,21,5,16,0,0,0,0,0,21,19,0,0,2,0,21,12,0,0,0,2,7,0,0,0
La Paz,Pacajes,Caquiaviri,VICHAYA PRIMERA,42,39,2,0,0,0,0,1,42,41,0,0,0,1,42,4,0,0,0,0,36,0,1,1
La Paz,Pacajes,Caquiaviri,VICHAYA TERCERA,25,3,22,0,0,0,0,0,25,19,0,0,6,0,25,18,0,0,0,0,6,0,1,0
La Paz,Pacajes,Caquiaviri,VICHAYA,151,58,92,1,0,0,0,0,151,144,0,3,4,0,151,99,0,2,0,2,46,0,2,0
La Paz,Pacajes,Caquiaviri,JIRAPI BAJO,57,1,56,0,0,0,0,0,57,23,0,0,34,0,57,57,0,0,0,0,0,0,0,0
La Paz,Pacajes,Caquiaviri,JIRAPI CHICO,12,1,11,0,0,0,0,0,12,5,0,0,7,0,12,12,0,0,0,0,0,0,0,0
La Paz,Pacajes,Caquiaviri,VILLA ANTA ZONA BAJA,26,0,26,0,0,0,0,0,26,11,0,0,15,0,26,26,0,0,0,0,0,0,0,0
La Paz,Pacajes,Caquiaviri,ANTA ZONA CENTRO A,22,0,22,0,0,0,0,0,22,10,0,0,12,0,22,22,0,0,0,0,0,0,0,0
La Paz,Pacajes,Caquiaviri,VILLA ANTA,81,0,80,0,0,0,0,1,81,21,0,0,60,0,81,76,0,0,0,0,3,0,1,1
La Paz,Pacajes,Caquiaviri,VILLA ANTA,51,1,50,0,0,0,0,0,51,10,0,0,41,0,51,51,0,0,0,0,0,0,0,0
La Paz,Pacajes,Caquiaviri,JANKHO CALLANI,12,0,12,0,0,0,0,0,12,6,0,0,6,0,12,12,0,0,0,0,0,0,0,0
La Paz,Pacajes,Caquiaviri,CHUCANAQUI,57,0,57,0,0,0,0,0,57,3,0,0,54,0,57,56,0,0,0,0,1,0,0,0
La Paz,Pacajes,Caquiaviri,VILLA ANTA ZONA ALTA 1,28,2,26,0,0,0,0,0,28,1,0,0,27,0,28,28,0,0,0,0,0,0,0,0
La Paz,Pacajes,Caquiaviri,MACHACAMARCA,31,7,23,0,1,0,0,0,31,22,0,0,9,0,31,28,0,0,0,0,3,0,0,0
La Paz,Pacajes,Caquiaviri,TANCA TANCA CHALLUYO,14,0,14,0,0,0,0,0,14,13,0,0,1,0,14,12,0,0,0,0,2,0,0,0
La Paz,Pacajes,Caquiaviri,CHOCOROSI,63,11,50,0,2,0,0,0,63,52,1,0,10,0,63,51,0,0,0,1,11,0,0,0
La Paz,Pacajes,Caquiaviri,TIVIÑOSO,23,5,18,0,0,0,0,0,23,21,0,0,2,0,23,21,0,0,0,0,2,0,0,0
La Paz,Pacajes,Caquiaviri,GUANCO ALTA CALAPAILLO,89,2,87,0,0,0,0,0,89,47,2,0,40,0,89,89,0,0,0,0,0,0,0,0
La Paz,Pacajes,Caquiaviri,CHALULLO,25,0,23,0,2,0,0,0,25,21,0,0,4,0,25,24,0,0,0,0,1,0,0,0
La Paz,Pacajes,Caquiaviri,ANTAQUIRA,120,7,113,0,0,0,0,0,120,114,0,0,6,0,120,90,3,5,0,0,17,0,5,0
La Paz,Pacajes,Caquiaviri,MILLUNI,57,2,55,0,0,0,0,0,57,46,0,0,11,0,57,55,1,0,0,0,0,0,1,0
La Paz,Pacajes,Caquiaviri,MILLUNI LLAULLINCA,50,1,45,0,4,0,0,0,50,12,0,0,37,1,50,50,0,0,0,0,0,0,0,0
La Paz,Pacajes,Caquiaviri,PUJSANI,96,0,96,0,0,0,0,0,96,25,0,0,71,0,96,94,0,0,0,0,2,0,0,0
La Paz,Pacajes,Caquiaviri,LAURA LLOKO LLOKO,107,3,103,1,0,0,0,0,107,15,0,0,90,2,107,105,0,1,0,0,1,0,0,0
La Paz,Pacajes,Caquiaviri,AJNOCOLLO,37,1,36,0,0,0,0,0,37,9,0,0,27,1,37,35,0,0,0,0,2,0,0,0
La Paz,Pacajes,Caquiaviri,HUACUYO,12,0,11,0,1,0,0,0,12,8,0,0,4,0,12,12,0,0,0,0,0,0,0,0
La Paz,Pacajes,Caquiaviri,JISKA TINKACHI,14,6,5,0,3,0,0,0,14,13,0,0,1,0,14,4,0,0,0,0,10,0,0,0
La Paz,Pacajes,Caquiaviri,AYLLU CENTRAL TINKACHI,18,5,9,0,4,0,0,0,18,17,0,0,1,0,18,8,0,1,1,0,8,0,0,0
La Paz,Pacajes,Calacoto,CALACOTO,133,10,122,0,0,0,0,1,133,125,0,0,8,0,133,59,3,3,0,0,64,0,3,1
La Paz,Pacajes,Calacoto,ROMERO PAMPA,25,1,24,0,0,0,0,0,25,25,0,0,0,0,25,21,0,0,0,0,0,0,4,0
La Paz,Pacajes,Calacoto,WILLA COLLO,12,1,11,0,0,0,0,0,12,11,0,0,1,0,12,12,0,0,0,0,0,0,0,0
La Paz,Pacajes,Calacoto,PASANCUTA,21,2,19,0,0,0,0,0,21,21,0,0,0,0,21,19,0,0,0,0,2,0,0,0
La Paz,Pacajes,Calacoto,CHALLAWILLQUI,2,1,1,0,0,0,0,0,2,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0
La Paz,Pacajes,Calacoto,COPACATI,95,3,85,0,6,1,0,0,95,72,0,1,22,0,95,87,0,0,0,0,8,0,0,0
La Paz,Pacajes,Calacoto,SORA LUPIRANA,34,1,30,0,3,0,0,0,34,30,0,0,4,0,34,32,0,0,0,0,2,0,0,0
La Paz,Pacajes,Calacoto,NINOCA CHICO,94,0,60,0,34,0,0,0,94,75,0,0,19,0,94,88,0,1,0,0,5,0,0,0
La Paz,Pacajes,Calacoto,JUNUTA CONDOROCA,341,13,258,1,69,0,0,0,341,188,2,0,151,0,341,323,0,3,0,1,12,0,2,0
La Paz,Pacajes,Calacoto,CALAHUANCANI,17,0,15,0,2,0,0,0,17,15,0,0,2,0,17,16,0,0,0,0,1,0,0,0
La Paz,Pacajes,Calacoto,SORA,145,8,120,0,17,0,0,0,145,93,0,0,52,0,145,139,1,1,0,0,4,0,0,0
La Paz,Pacajes,Calacoto,TICAPAMPA,54,2,52,0,0,0,0,0,54,27,0,0,27,0,54,53,0,1,0,0,0,0,0,0
La Paz,Pacajes,Calacoto,TOTORPATA,15,0,15,0,0,0,0,0,15,12,0,0,3,0,15,13,0,0,0,0,2,0,0,0
La Paz,Pacajes,Calacoto,TOTORANI,12,1,9,0,2,0,0,0,12,6,0,0,6,0,12,12,0,0,0,0,0,0,0,0
La Paz,Pacajes,Calacoto,WICHUCOLLO,6,3,3,0,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0
La Paz,Pacajes,Calacoto,VILLA BELEN,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
La Paz,Pacajes,Calacoto,TACAGUA,193,2,187,0,4,0,0,0,193,73,2,0,118,0,193,187,0,0,0,0,6,0,0,0
La Paz,Pacajes,Calacoto,TANAPACA,280,3,195,0,82,0,0,0,280,80,0,0,200,0,280,261,1,1,0,0,14,1,2,0
La Paz,Pacajes,Calacoto,TACAGUA YUNGUYO,27,1,26,0,0,0,0,0,27,9,0,0,18,0,27,24,0,0,0,0,3,0,0,0
La Paz,Pacajes,Calacoto,ULLOMA,157,10,138,0,5,0,0,4,157,87,1,0,68,1,157,122,0,3,0,0,32,0,0,0
La Paz,Pacajes,Calacoto,LAGUNA BLANCA,83,0,42,0,41,0,0,0,83,16,0,0,67,0,83,80,0,0,0,0,3,0,0,0
La Paz,Pacajes,Calacoto,COLLANA B,57,1,54,0,2,0,0,0,57,38,0,0,19,0,57,53,0,0,0,0,3,0,1,0
La Paz,Pacajes,Calacoto,PAHAZA,346,11,323,0,11,0,0,1,346,231,0,0,113,2,346,284,1,3,0,0,45,1,9,3
La Paz,Pacajes,Calacoto,HUALLATOCO,20,0,20,0,0,0,0,0,20,4,0,0,16,0,20,19,0,0,0,0,1,0,0,0
La Paz,Pacajes,Calacoto,SIQUI,293,9,240,0,44,0,0,0,293,147,1,3,142,0,293,279,0,0,0,0,14,0,0,0
La Paz,Pacajes,Calacoto,CHACOLLA,252,5,211,1,35,0,0,0,252,47,0,1,203,1,252,244,1,0,0,0,6,0,0,1
La Paz,Pacajes,Calacoto,TUPALTUPA,27,0,27,0,0,0,0,0,27,15,0,0,12,0,27,25,0,0,0,0,2,0,0,0
La Paz,Pacajes,Calacoto,COLLANA A,203,6,197,0,0,0,0,0,203,146,0,0,55,2,203,195,0,1,0,0,7,0,0,0
La Paz,Pacajes,Calacoto,COLLANA BAJA,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
La Paz,Pacajes,Calacoto,VILLA EXALTACION,14,1,13,0,0,0,0,0,14,6,0,0,8,0,14,14,0,0,0,0,0,0,0,0
La Paz,Pacajes,Calacoto,JAMACHUMA,13,1,12,0,0,0,0,0,13,8,0,0,5,0,13,13,0,0,0,0,0,0,0,0
La Paz,Pacajes,Calacoto,VILLA REMEDIOS,26,0,26,0,0,0,0,0,26,19,0,0,7,0,26,23,0,0,0,0,0,0,2,1
La Paz,Pacajes,Calacoto,VILLA BELEN,10,1,9,0,0,0,0,0,10,9,0,0,1,0,10,4,0,0,0,0,6,0,0,0
La Paz,Pacajes,Calacoto,VILLA PATA,10,0,10,0,0,0,0,0,10,7,0,0,3,0,10,8,0,0,0,0,1,0,1,0
La Paz,Pacajes,Calacoto,MAX TOLEDO,16,3,11,0,0,0,0,2,16,10,0,0,6,0,16,14,0,0,0,0,1,0,0,1
La Paz,Pacajes,Calacoto,TARACOLLO CONDORACA,310,6,291,0,13,0,0,0,310,106,0,0,204,0,310,298,0,0,0,0,12,0,0,0
La Paz,Pacajes,Calacoto,PICHACA,181,0,141,0,40,0,0,0,181,55,0,0,126,0,181,180,0,0,0,0,1,0,0,0
La Paz,Pacajes,Calacoto,CHUÑAVI,7,0,7,0,0,0,0,0,7,6,0,0,1,0,7,7,0,0,0,0,0,0,0,0
La Paz,Pacajes,Comanche,BERENGUELA,23,0,23,0,0,0,0,0,23,14,0,0,9,0,23,22,0,0,0,0,0,0,1,0
La Paz,Pacajes,Comanche,HUAKALLAYA,85,0,85,0,0,0,0,0,85,20,0,0,65,0,85,83,0,1,0,0,1,0,0,0
La Paz,Pacajes,Comanche,COMANCHE CHICO,35,2,33,0,0,0,0,0,35,3,0,0,32,0,35,35,0,0,0,0,0,0,0,0
La Paz,Pacajes,Comanche,KELLA KELLA ALTA,97,2,95,0,0,0,0,0,97,35,0,0,62,0,97,94,0,0,1,0,2,0,0,0
La Paz,Pacajes,Comanche,SAN PABLO DE NINA MARKA,24,0,23,1,0,0,0,0,24,6,0,0,18,0,24,23,1,0,0,0,0,0,0,0
La Paz,Pacajes,Comanche,VISCACHANI,21,0,21,0,0,0,0,0,21,0,0,0,21,0,21,21,0,0,0,0,0,0,0,0
La Paz,Pacajes,Comanche,CALA PAILLU,23,0,23,0,0,0,0,0,23,0,0,0,23,0,23,23,0,0,0,0,0,0,0,0
La Paz,Pacajes,Comanche,BOTIJLACA,48,0,48,0,0,0,0,0,48,33,0,0,15,0,48,48,0,0,0,0,0,0,0,0
La Paz,Pacajes,Comanche,PALCOMA CENTRO,44,0,44,0,0,0,0,0,44,12,0,0,32,0,44,43,0,0,0,0,1,0,0,0
La Paz,Pacajes,Comanche,PARCO,25,0,25,0,0,0,0,0,25,4,0,0,21,0,25,24,0,0,0,0,0,0,1,0
La Paz,Pacajes,Comanche,TULI CHICO,24,0,24,0,0,0,0,0,24,4,0,0,20,0,24,24,0,0,0,0,0,0,0,0
La Paz,Pacajes,Comanche,COMANCHE,179,4,171,1,3,0,0,0,179,173,0,4,2,0,179,131,9,9,0,1,28,0,1,0
La Paz,Pacajes,Comanche,HUANACOLLO,26,1,25,0,0,0,0,0,26,9,0,0,17,0,26,25,0,0,0,0,1,0,0,0
La Paz,Pacajes,Comanche,PACOTA,25,1,23,0,1,0,0,0,25,15,0,0,10,0,25,23,0,1,0,0,1,0,0,0
La Paz,Pacajes,Comanche,PALCOMA ALTA,75,0,75,0,0,0,0,0,75,9,0,0,66,0,75,73,0,0,0,0,2,0,0,0
La Paz,Pacajes,Comanche,PORVENIR,29,1,28,0,0,0,0,0,29,3,0,0,26,0,29,29,0,0,0,0,0,0,0,0
La Paz,Pacajes,Comanche,CALLA ARRIBA TURRINI,11,0,11,0,0,0,0,0,11,0,0,0,11,0,11,11,0,0,0,0,0,0,0,0
La Paz,Pacajes,Comanche,JATUTA CALLA,13,0,13,0,0,0,0,0,13,5,0,0,8,0,13,13,0,0,0,0,0,0,0,0
La Paz,Pacajes,Comanche,GENERAL JOSE BALLIVIAN,11,0,11,0,0,0,0,0,11,5,0,0,6,0,11,10,0,0,0,0,1,0,0,0
La Paz,Pacajes,Comanche,CHACO ARRIBA,11,0,11,0,0,0,0,0,11,2,0,0,9,0,11,11,0,0,0,0,0,0,0,0
La Paz,Pacajes,Comanche,PALCOMA BAJA,40,2,38,0,0,0,0,0,40,19,0,0,21,0,40,38,0,0,0,0,2,0,0,0
La Paz,Pacajes,Comanche,COLLANA TIJI,20,0,20,0,0,0,0,0,20,6,0,0,14,0,20,20,0,0,0,0,0,0,0,0
La Paz,Pacajes,Comanche,ROSAS PATA MARKA TULI,32,0,32,0,0,0,0,0,32,15,0,0,17,0,32,32,0,0,0,0,0,0,0,0
La Paz,Pacajes,Comanche,HUALLATIRI,25,1,23,0,1,0,0,0,25,2,0,0,23,0,25,24,0,0,0,0,0,0,1,0
La Paz,Pacajes,Comanche,SALVIANI,38,1,37,0,0,0,0,0,38,5,0,0,33,0,38,37,0,0,0,0,1,0,0,0
La Paz,Pacajes,Comanche,VILLA EL CARMEN,45,1,43,1,0,0,0,0,45,15,0,0,30,0,45,44,0,1,0,0,0,0,0,0
La Paz,Pacajes,Comanche,ANTARANI,45,0,45,0,0,0,0,0,45,31,0,0,14,0,45,41,0,0,0,0,3,0,1,0
La Paz,Pacajes,Comanche,SUNIMURO,62,0,55,0,7,0,0,0,62,21,0,0,41,0,62,62,0,0,0,0,0,0,0,0
La Paz,Pacajes,Comanche,JALANTANI,94,0,94,0,0,0,0,0,94,39,0,0,55,0,94,92,0,1,0,0,1,0,0,0
La Paz,Pacajes,Comanche,CHIACATA,62,2,59,0,1,0,0,0,62,35,0,0,27,0,62,61,0,0,0,0,1,0,0,0
La Paz,Pacajes,Comanche,TOCOPILLA YO,19,0,19,0,0,0,0,0,19,14,0,0,4,1,19,19,0,0,0,0,0,0,0,0
La Paz,Pacajes,Charaña,CHARAÑA,602,39,533,0,30,0,0,0,602,542,0,0,58,2,602,347,54,65,6,3,125,0,2,0
La Paz,Pacajes,Charaña,TARACOLLO CONDOROCA,118,1,92,0,24,0,0,1,118,39,0,0,79,0,118,115,0,0,0,0,3,0,0,0
La Paz,Pacajes,Charaña,COPACATI,50,0,41,0,9,0,0,0,50,29,0,0,21,0,50,50,0,0,0,0,0,0,0,0
La Paz,Pacajes,Charaña,GENERAL PEREZ,3,0,2,0,1,0,0,0,3,2,0,0,0,1,3,3,0,0,0,0,0,0,0,0
La Paz,Pacajes,Charaña,PAHAZA,122,0,102,0,20,0,0,0,122,41,0,0,80,1,122,114,0,0,0,0,7,0,1,0
La Paz,Pacajes,Charaña,TARACOLLO CONDOROCA,7,0,7,0,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0
La Paz,Pacajes,Charaña,ZONA CENTRO IÑOCA,21,0,21,0,0,0,0,0,21,14,0,0,7,0,21,21,0,0,0,0,0,0,0,0
La Paz,Pacajes,Charaña,ZONA KAPARUMIRI,47,1,41,0,5,0,0,0,47,14,0,0,33,0,47,46,0,0,0,0,1,0,0,0
La Paz,Pacajes,Charaña,ZONA ROSA PATA,52,2,30,0,20,0,0,0,52,30,0,0,21,1,52,47,0,0,0,2,3,0,0,0
La Paz,Pacajes,Charaña,PICAÑANI,22,0,3,0,19,0,0,0,22,5,0,0,17,0,22,22,0,0,0,0,0,0,0,0
La Paz,Pacajes,Charaña,SIKI,73,2,67,0,4,0,0,0,73,35,0,0,38,0,73,71,0,0,0,0,2,0,0,0
La Paz,Pacajes,Charaña,PASTO GRANDE,24,0,24,0,0,0,0,0,24,18,0,0,6,0,24,23,0,0,0,0,1,0,0,0
La Paz,Pacajes,Charaña,COBRE VILLA,18,0,16,0,2,0,0,0,18,1,0,0,17,0,18,18,0,0,0,0,0,0,0,0
La Paz,Pacajes,Waldo Ballivián,TAYPUMA CENTRO,230,8,216,5,1,0,0,0,230,114,0,0,116,0,230,212,4,1,1,0,12,0,0,0
La Paz,Pacajes,Waldo Ballivián,VILOCO,134,7,124,1,2,0,0,0,134,39,0,0,94,1,134,130,2,0,0,0,2,0,0,0
La Paz,Pacajes,Waldo Ballivián,POKE,184,2,181,1,0,0,0,0,184,82,0,1,101,0,184,178,0,1,0,0,5,0,0,0
La Paz,Pacajes,Waldo Ballivián,TUMARAPI,362,25,334,2,0,0,0,1,362,276,1,0,85,0,362,310,13,11,0,0,28,0,0,0
La Paz,Pacajes,Waldo Ballivián,VILLA VILUYO,123,2,121,0,0,0,0,0,123,56,0,0,67,0,123,118,1,0,0,0,4,0,0,0
La Paz,Pacajes,Waldo Ballivián,MALLKU ORIGINARIO TAYPUMA CENTRO,37,0,37,0,0,0,0,0,37,11,0,0,25,1,37,37,0,0,0,0,0,0,0,0
La Paz,Pacajes,Nazacara de Pacajes,NAZACARA,202,11,189,1,1,0,0,0,202,184,0,6,12,0,202,161,3,7,0,2,28,0,1,0
La Paz,Pacajes,Nazacara de Pacajes,MAPA CHICO,87,1,86,0,0,0,0,0,87,56,1,0,30,0,87,76,1,1,0,0,9,0,0,0
La Paz,Pacajes,Callapa,CONDO DE LA BANDA,234,3,231,0,0,0,0,0,234,104,0,1,129,0,234,229,0,1,0,0,4,0,0,0
La Paz,Pacajes,Callapa,ILATA GRANDE,7,0,7,0,0,0,0,0,7,4,0,0,3,0,7,7,0,0,0,0,0,0,0,0
La Paz,Pacajes,Callapa,GUANA CHICO,134,4,130,0,0,0,0,0,134,52,0,0,82,0,134,130,0,0,0,0,4,0,0,0
La Paz,Pacajes,Callapa,CHUCA,153,1,152,0,0,0,0,0,153,38,1,0,110,4,153,151,0,0,0,0,2,0,0,0
La Paz,Pacajes,Callapa,CONDO,301,8,293,0,0,0,0,0,301,129,0,0,172,0,301,285,0,0,0,0,15,0,1,0
La Paz,Pacajes,Callapa,GUANA GRANDE,478,16,460,1,0,0,0,1,478,176,1,0,299,2,478,442,1,0,3,1,20,0,11,0
La Paz,Pacajes,Callapa,CALLAPA,8,0,8,0,0,0,0,0,8,4,0,0,4,0,8,6,0,0,0,0,2,0,0,0
La Paz,Pacajes,Callapa,IMAÑUTA,48,0,48,0,0,0,0,0,48,18,0,0,30,0,48,47,0,0,0,0,1,0,0,0
La Paz,Pacajes,Callapa,SANTIAGO DE CALLAPA,135,23,112,0,0,0,0,0,135,130,0,0,3,2,135,54,6,0,0,0,73,0,2,0
La Paz,Pacajes,Callapa,YARIBAY,195,4,191,0,0,0,0,0,195,64,0,0,130,1,195,194,0,0,0,0,1,0,0,0
La Paz,Pacajes,Callapa,VILLA MERCEDES,36,0,36,0,0,0,0,0,36,12,0,0,24,0,36,36,0,0,0,0,0,0,0,0
La Paz,Pacajes,Callapa,CALTECA,97,1,96,0,0,0,0,0,97,26,0,0,67,4,97,96,0,0,0,0,0,0,0,1
La Paz,Pacajes,Callapa,MARCOMA,48,1,47,0,0,0,0,0,48,37,0,0,11,0,48,41,0,0,0,0,7,0,0,0
La Paz,Pacajes,Callapa,TULOMA,34,0,34,0,0,0,0,0,34,18,0,0,16,0,34,34,0,0,0,0,0,0,0,0
La Paz,Pacajes,Callapa,ROSA PATA YARIBAY,66,0,66,0,0,0,0,0,66,33,0,1,32,0,66,64,0,0,0,0,2,0,0,0
La Paz,Pacajes,Callapa,HUAYLLAPANTA,116,0,115,0,0,0,0,1,116,37,0,0,79,0,116,115,0,0,0,0,1,0,0,0
La Paz,Pacajes,Callapa,PUJRATA,238,3,230,3,0,0,0,2,238,37,0,0,201,0,238,232,2,0,0,0,4,0,0,0
La Paz,Pacajes,Callapa,LUPACAMAYA,33,0,33,0,0,0,0,0,33,12,0,0,21,0,33,31,0,0,0,0,2,0,0,0
La Paz,Pacajes,Callapa,HILATA GRANDE,429,7,418,4,0,0,0,0,429,161,1,0,262,5,429,410,5,1,0,0,12,0,1,0
La Paz,Camacho,Puerto Acosta,AGUALLANI,61,1,57,1,2,0,0,0,61,32,0,1,28,0,61,50,3,0,0,0,8,0,0,0
La Paz,Camacho,Puerto Acosta,PASUJA JURINSAYA,73,1,71,0,1,0,0,0,73,69,0,0,4,0,73,68,2,0,0,0,3,0,0,0
La Paz,Camacho,Puerto Acosta,CHACAHUARA,35,0,32,0,3,0,0,0,35,12,0,0,23,0,35,34,0,0,0,0,1,0,0,0
La Paz,Camacho,Puerto Acosta,CHACAQUI PRIMERO,36,2,30,0,4,0,0,0,36,34,0,0,2,0,36,32,1,0,0,0,3,0,0,0
La Paz,Camacho,Puerto Acosta,CHAMACATANI,22,0,17,0,5,0,0,0,22,20,0,0,2,0,22,19,0,0,0,0,3,0,0,0
La Paz,Camacho,Puerto Acosta,COAZANI,30,1,28,0,1,0,0,0,30,27,0,0,3,0,30,25,2,0,0,0,3,0,0,0
La Paz,Camacho,Puerto Acosta,COLLERACANA,20,0,19,0,1,0,0,0,20,14,0,0,6,0,20,20,0,0,0,0,0,0,0,0
La Paz,Camacho,Puerto Acosta,CRUZ PATA,46,0,43,0,3,0,0,0,46,29,0,0,17,0,46,41,1,1,0,0,3,0,0,0
La Paz,Camacho,Puerto Acosta,JUPANI CHICO,56,0,56,0,0,0,0,0,56,17,0,0,39,0,56,55,0,0,0,0,1,0,0,0
La Paz,Camacho,Puerto Acosta,JUPANI GRANDE,82,0,82,0,0,0,0,0,82,34,0,0,48,0,82,82,0,0,0,0,0,0,0,0
La Paz,Camacho,Puerto Acosta,MILLISIA,28,0,28,0,0,0,0,0,28,26,0,0,2,0,28,21,2,0,0,0,5,0,0,0
La Paz,Camacho,Puerto Acosta,MUELLE,56,4,52,0,0,0,0,0,56,53,1,0,2,0,56,50,4,0,0,1,0,0,1,0
La Paz,Camacho,Puerto Acosta,ORURILLO ALTO,64,0,64,0,0,0,0,0,64,57,0,0,7,0,64,64,0,0,0,0,0,0,0,0
La Paz,Camacho,Puerto Acosta,ORURILLO CENTRO,43,0,42,0,1,0,0,0,43,33,0,0,10,0,43,43,0,0,0,0,0,0,0,0
La Paz,Camacho,Puerto Acosta,ORURILLO GRANDE,33,0,32,0,1,0,0,0,33,30,0,0,2,1,33,30,1,0,0,0,2,0,0,0
La Paz,Camacho,Puerto Acosta,PAQUECHANI,49,1,48,0,0,0,0,0,49,30,0,0,19,0,49,48,0,1,0,0,0,0,0,0
La Paz,Camacho,Puerto Acosta,PICHARI,94,1,87,0,6,0,0,0,94,85,0,0,9,0,94,90,1,0,0,0,3,0,0,0
